Aca
Gašo
Gašpar
Gedeon
Genadije
Georgije
Gerasim
German
Gligor
Gligorije
Gliša
Glišo
Godeč
Godimir
Godomir
Gojimir
Gojko
Golub
Goran
Goražd
Gordan
Gordislav
Gorjan
Goroljub
Gorčilo
Gorčin
Gostimir
Gostislav
Gostoljub
Grada
Gradan
Gradeta
Gradimir
Gradislav
Gradiša
Grdan
Grebeljan
Grga
Grgo
Grgur
Grigorije
Grijak
Grozdan
Grubac
Gruban
Grubač
Grubeta
Grubeša
Grubiša
Gruja
Grujica
Grujo
Gustav
Gvozden
Gvozdenko
Haralampije
Hodislav
Hodoje
Hrabar
Hrabren
Hranac
Hranimir
Hranisav
Hranislav
Hraniša
Hranko
Hrastimir
Hristijan
Hristivoje
Hristof
Hristoslav
Hval
Hvalimir
Hvalislav
Hvaloje
Ignjat
Ignjatije
Igor
Ilija
Ilinko
Isaija
Isailo
Isak
Isidor
Ismail
Ivan
Ivaniš
Ivanko
Ivica
Ivko
Ivo
Jablan
Jadran
Jadranko
Jagoš
Jakov
Jakša
Jandre
Jandrija
Janićije
Janko
Janoš
Janča
Jaroslav
Jasen
Jasenko
Jasminko
Javor
Javorko
Jeftimije
Jelašin
Jelen
Jelenko
Jelisav
Jelisije
Jerem
Jeremija
Jeremije
Jerko
Jerotije
Jesenko
Jevrem
Jevta
Jevtan
Jevtimije
Jevto
Jezda
Jezdimir
Joakim
Jokan
Joko
Joksim
Jordan
Josif
Josip
Jova
Jovan
Jovica
Joviša
Jovko
Jovo
Jožef
Jugoljub
Jugomir
Jugoslav
Julijan
Junoša
Juriša
Juroš
Justin
Kalin
Kamenko
Kazimir
Kažimir
Kiprijan
Kirilo
Kitan
Klaudije
Kojadin
Kojčin
Kokan
Kole
Komnen
Konstantin
Kornelije
Kosta
Kostadin
Kovan
Koviljko
Kozma
Koča
Kraguj
Kraisav
Krajčin
Krasimir
Krasoje
Krešimir
Kristijan
Krsman
Krsta
Krstan
Krstimir
Krstivoje
Krsto
Krstomir
Krunislav
Krunoslav
Kumodrag
Kuzman
Labud
Laka
Laketa
Lako
Lale
Lauš
Lav
Lavrentije
Laza
Lazar
Lazo
Leon
Leontije
Lepoje
Lepomir
Leposav
Leposlav
Ležimir
Ljiljan
Ljuba
Ljuban
Ljuben
Ljubenko
Ljubibrat
Ljubimir
Ljubinko
Ljubisav
Ljubislav
Ljubivoje
Ljubiša
Ljubo
Ljubobrat
Ljubodrag
Ljuboja
Ljuboje
Ljubomir
Ljuboslav
Ljupko
Ljutimir
Ljutomir
Lola
Lozan
Lugomir
Lujo
Luka
Mahailo
Makarije
Maksim
Maksimilijan
Male
Maleta
Maleš
Mališa
Mane
Maniša
Manojlo
Marin
Marinko
Mario
Marisav
Marislav
Marjan
Marko
Martin
Mate
Matej
Mateja
Matija
Matijaš
Mato
Mavren
Mašan
Maško
Medak
Melentije
Metodije
Mida
Mihailo
Mihajlo
Mija
Mijailo
Mijajlo
Mijak
Mijalko
Mijan
Mijat
Mijo
Mijobrat
Mijuško
Mikailo
Mikan
Mikonja
Mikoš
Miladin
Milak
Milan
Milanko
Milas
Milat
Milaš
Milašin
Mile
Milen
Milenko
Milentije
Mileta
Mileš
Mili
Milidrag
Milija
Milijan
Milijas
Milijaš
Milika
Milimir
Milin
Milinko
Milisav
Milivoj
Milivoje
Milić
Miličko
Miliša
Milj
Miljan
Miljen
Miljenko
Miljkan
Miljko
Miljojko
Miljurko
Milkan
Milko
Milo
Milobran
Miloica
Miloja
Miloje
Milojica
Milojko
Miloljub
Milomir
Milonja
Milorad
Milosav
Miloslav
Milovan
Miloš
Milten
Milun
Milutin
Miluš
Miodrag
Mioljub
Miomir
Miraš
Miren
Mirko
Miro
Miroje
Miroljub
Mirosav
Miroslav
Mirča
Mirčeta
Mita
Mitar
Mića
Mićan
Mićko
Mićo
Mićun
Miša
Miško
Mišljen
Mišo
Mladen
Mladomir
Mlađan
Mlađen
Mojaš
Mojsilo
Moma
Momir
Momo
Momčilo
Mrgud
Mrkša
Mrđan
Mrđen
Mutimir
Nahod
Najdan
Najden
Naum
Nebojša
Nedeljko
Negomir
Negoslav
Negovan
Nemanja
Nenad
Nestor
Neven
Nevenko
Neđeljko
Neđo
Neško
Nikašin
Nikodije
Nikodim
Nikola
Nikolaj
Nikon
Nikosav
Nikoslav
Nikša
Ninko
Nino
Ninoslav
Nićifor
Njegomir
Njegosav
Njegoslav
Njegovan
Njegoš
Njeguš
Novak
Novica
Noviša
Novko
Novo
Obrad
Obradin
Obren
Obrenko
Obreten
Ognjan
Ognjen
Oleg
Oliver
Omilj
Omiljen
Ostoja
Otaš
Oto
Ozren
Ozriša
Paja
Panta
Pantelija
Panto
Patrik
Paun
Paunko
Pavić
Pavko
Pavle
Pavlić
Pejak
Pejko
Pejo
Pelagije
Pera
Perica
Periša
Perko
Pero
Perun
Perunko
Petak
Petar
Petko
Petoje
Petoš
Petrašin
Petrić
Petronije
Petruš
Pilip
Plamenko
Plavša
Pokrajac
Poznan
Predisav
Predislav
Predrag
Premil
Prerad
Pribisav
Pribislav
Pribić
Prijezda
Prodan
Prohor
Prokopije
Prvan
Prvosav
Prvoslav
Prvul
Punan
Puniša
Pureš
Puriša
Purko
Puro
Putnik
Rabren
Racko
Radak
Radan
Radas
Radašin
Rade
Raden
Radenko
Radeta
Radilo
Radimir
Radin
Radinko
Radisav
Radislav
Radivoj
Radivoje
Radič
Radiš
Radiša
Radman
Radmilo
Radmir
Rado
Radoba
Radobud
Radoica
Radoja
Radoje
Radojica
Radojko
Radojlo
Radoman
Radomir
Radonja
Radosav
Radoslav
Radota
Radovac
Radovan
Radovin
Radoš
Radukan
Radul
Radule
Radulin
Radun
Radusin
Rafailo
Raica
Rain
Raič
Raičko
Raja
Rajak
Rajan
Rajin
Rajko
Rajčeta
Raka
Ralen
Raleta
Ranisav
Ranko
Ranđel
Raosav
Rasko
Rastislav
Rastko
Ratibor
Ratko
Ratomir
Račeta
Rađen
Raško
Redenko
Rekula
Relja
Resan
Rista
Ristan
Ristivoje
Risto
Rodoljub
Rumenko
Rusimir
Rusin
Rusmir
Ruvim
Ruzmarin
Samuilo
Sava
Savan
Savatije
Savić
Savko
Savo
Saša
Sekula
Sekule
Selak
Selimir
Serafim
Sergej
Sergije
Sever
Sibin
Sima
Simeon
Simeun
Simo
Simon
Sinadin
Siniša
Sinđel
Sisko
Skorosav
Sladoje
Slaven
Slavenko
Slavimir
Slaviša
Slavko
Slavo
Slavoljub
Slavomir
Slavuj
Slađan
Slobodan
Smiljan
Smiljko
Smoljan
Snježan
Soko
Sokol
Solomon
Sotir
Spasoja
Spasoje
Spira
Spiridon
Spomenko
Srba
Srbin
Srbislav
Srbo
Srbobran
Srboljub
Srbomil
Srbomir
Srborad
Srboslav
Srdan
Srebren
Sredoja
Sredoje
Sreten
Sretko
Sreto
Sretoje
Srećan
Srećko
Srđa
Srđan
Staja
Stajko
Stajo
Stamat
Stamen
Stamenko
Stanilo
Stanimir
Stanisav
Stanislav
Stanivoje
Staniša
Stanko
Stanoja
Stanoje
Stanojko
Stanojlo
Stefan
Stepan
Steva
Stevan
Stevica
Stevo
Stjepan
Stoiljko
Stoin
Stoić
Stojadin
Stojak
Stojan
Stojiljko
Stojko
Stojmen
Stojša
Stracimir
Strahin
Strahinja
Strain
Strainja
Stratimir
Strašimir
Stribor
Svanislav
Svetibor
Svetislav
Svetko
Svetoje
Svetolik
Svetoljub
Svetomir
Svetorad
Svetozar
Tadej
Tadija
Tanacko
Tanasije
Tanasko
Tankosav
Tasa
Tatomir
Teodor
Teodosije
Teofan
Teofil
Teša
Tešan
Tešimir
Tihan
Tihomir
Tihon
Timotej
Timotije
Tiodor
Tiosav
Todor
Toma
Tomas
Tomaš
Tomica
Tomislav
Tomo
Toplica
Toša
Tošo
Trajan
Trajko
Trajče
Trifko
Trifun
Trile
Tripko
Tripo
Tripun
Triva
Trivko
Trivo
Trivun
Triša
Trišo
Trojan
Trpko
Tvrdislav
Tvrtko
Ubavko
Uglješa
Ugren
Ugrin
Umiljen
Uroš
Urošic
Uteša
Utešen
Utješen
Vajo
Valentin
Vanja
Vartolomej
Vasa
Vasil
Vasilije
Vasilj
Vasiljko
Vasko
Vaskrsije
Vaso
Vasoje
Vatolj
Vedran
Vekoslav
Velemir
Velibor
Velimir
Velisav
Velislav
Velizar
Veličko
Veliša
Veljko
Veran
Veroljub
Vesa
Veselin
Veselko
Vesko
Veso
Večerin
Vid
Vidak
Vidan
Vidač
Viden
Vidoja
Vidoje
Vidojko
Vidosav
Vidoslav
Vikentije
Viktor
Vilotije
Vinko
Vitko
Vitomir
Vićan
Vićentije
Višeslav
Vjekoslav
Vlada
Vladan
Vlade
Vladeta
Vladica
Vladimir
Vladisav
Vladislav
Vlado
Vladoje
Vladun
Vlaisav
Vlaja
Vlajko
Vlasije
Vlastimir
Vlastoje
Vlastoljub
Vlatko
Vlaško
Voin
Voislav
Voja
Vojdrag
Vojica
Vojimir
Vojin
Vojislav
Vojkan
Vojko
Vojo
Vraneš
Vuceta
Vucina
Vugdrag
Vuica
Vuilo
Vuin
Vujadin
Vujak
Vujan
Vujeta
Vujica
Vujin
Vujko
Vujo
Vujoš
Vujčeta
Vujčin
Vuk
Vukac
Vukadin
Vukajlo
Vukalj
Vukalo
Vukan
Vukas
Vukač
Vukašin
Vukelja
Vukić
Vukman
Vukmilj
Vukmir
Vuko
Vukobrat
Vukodrag
Vukoica
Vukoje
Vukojica
Vukola
Vukoman
Vukomil
Vukomir
Vukosav
Vukoslav
Vukota
Vukovoje
Vuksan
Vukša
Vule
Vuleta
Vunko
Vuzman
Vuča
Vučan
Vučen
Vučeta
Vučina
Vučić
Vučko
Vučur
Zafir
Zaharije
Zamfir
Zarija
Zarije
Zarko
Zavid
Zavida
Zaviša
Zdraviša
Zdravko
Zdravoljub
Zlatan
Zlatibor
Zlatimir
Zlatko
Zlatoje
Zlatokos
Zlatomir
Zlatosav
Zlatoslav
Zoran
Zorilo
Zorko
Zrinko
Zvezdan
Zvezdodrag
Zvezdoslav
Zvjezdan
Zvonimir
Zvonko
Ćetko
Ćile
Ćira
Ćirilo
Ćirjak
Ćirko
Ćiro
Časlav
Čeda
Čedo
Čedoljub
Čedomilj
Čedomir
Čubra
Čubran
Čubrijan
Čubrilo
Čubro
Đenadije
Đoka
Đoko
Đora
Đorđe
Đorđije
Đorđo
Đuka
Đukan
Đura
Đuran
Đurađ
Đuraš
Đurašin
Đuraško
Đurica
Đurisav
Đuriša
Đurko
Đuro
Đurđe
Šaban
Šako
Šakota
Šale
Šandor
Šoro
Špira
Špiro
Šumenko
Šutan
Šćepan
Žarko
Žegar
Želimir
Željko
Žika
Žikica
Žitomir
Živa
Živadin
Živan
Živanko
Živica
Živko
Živoin
Živoje
Živojin
Živoljub
Živomir
Živorad
Živoslav
Života
Životije
